timestamp,tollID,tagRef,tagHomeID,charge
2023-05-21 23:27,AM08,NAOGNF0H31,NAO,2.0
2023-03-22 17:12,OO19,GEKVGUWJZ,GE,2.6
2023-05-03 02:55,AM10,NAOR4A2NV4,NAO,9.4
2023-04-06 02:20,NAO09,KO9TOMM56,KO,6.25
2023-03-27 03:31,MO02,EG3QQGXP9,EG,0.9
2023-05-08 11:31,EG48,OOTVLAVSM,OO,0.9
2023-02-14 21:28,EG68,GEBQVZY50,GE,0.2
2023-03-11 21:47,OO23,NONJLML0V,NO,5.1
2023-01-29 06:10,EG08,NAOP4PH6ME,NAO,1.3
2023-05-14 14:20,OO05,NODZBCDKG,NO,12.4
2023-04-02 11:41,EG71,MOCW4IJXC,MO,0.4
2023-03-21 08:34,OO19,EG6WX0HO8,EG,2.6
2023-05-15 17:09,OO07,GECMID8LI,GE,1.3
2023-03-27 03:33,MO11,KOLFTUWLJ,KO,1.4
2023-01-30 08:37,NAO12,MOFDDIQ22,MO,6.25
2023-05-12 03:00,NAO37,AMJSA0AOH,AM,1.25
2023-02-17 21:56,AM15,NO5IU4MIS,NO,1.5
2023-04-30 10:12,NO16,MO2KPXS5P,MO,1.6
2023-03-15 13:13,KO04,AM374I391,AM,2.95
2023-01-13 22:18,AM05,NAODZOLIRD,NAO,2.5
2023-03-18 03:43,AM01,KO3CXI1TH,KO,5.9
2023-01-11 16:47,KO25,AM7IF0JG9,AM,2.5
2023-01-12 21:51,NAO17,NAO54YUTWK,NAO,10.0
2023-01-31 06:11,NAO12,MO6K4263S,MO,1.25
2023-04-01 07:32,NAO31,KOCOC3WL1,KO,1.25
2023-01-05 22:19,EG64,MOR9GPCUA,MO,1.8
2023-03-17 02:08,NAO07,MO89X3K8V,MO,2.5
2023-01-14 17:11,KO13,GE2E29YH8,GE,0.8
2023-06-23 18:39,NO07,MOGDVHKZL,MO,12.55
2023-05-17 00:16,OO10,OOHE8EETQ,OO,1.7
2023-05-19 04:19,NAO25,EGN8DU022,EG,10.0
2023-02-23 07:48,AM04,NAOBL9QL0W,NAO,6.8
2023-06-13 13:56,NO04,KOYGOKI95,KO,8.2
2023-05-08 06:33,GE01,OOUXF1EWV,OO,74.5
2023-05-26 07:58,NO14,EGLP5TYMR,EG,10.45
2023-06-09 21:16,NAO35,OOBLUXMY3,OO,6.25
2023-05-25 11:02,EG60,GE55PESY6,GE,3.3
2023-05-29 21:02,OO28,MOCV1UODB,MO,3.3
2023-01-25 06:46,MO17,OO88DJBF8,OO,0.8
2023-05-14 01:08,NAO02,OO13HU2V6,OO,6.25
2023-06-15 03:11,KO26,OOY9NU81Z,OO,0.5
2023-03-28 06:52,GE01,NO7YSR4NR,NO,2.0
2023-02-01 17:46,AM02,KOUSNYW5I,KO,1.4
2023-01-18 19:36,OO12,AM9ET91QR,AM,1.5
2023-01-09 09:00,GE02,EGUL93SGT,EG,14.7
2023-02-26 08:51,AM16,NAOR59W1CO,NAO,6.4
2023-03-01 03:04,OO12,AMRYSCJ6O,AM,1.1
2023-01-15 11:07,OO12,KONIS87RM,KO,3.9
2023-01-31 23:34,MO02,NAO8J4KF9Y,NAO,0.9
2023-04-03 13:31,OO24,NAOW7KSZ2F,NAO,5.1
2023-05-21 17:28,EG06,MOY7QW6UN,MO,6.0
2023-01-14 22:58,NAO11,EGEPUI0DY,EG,6.25
2023-03-20 19:20,OO11,EGDNKCTFZ,EG,1.5
2023-04-09 08:32,NAO17,AMZAHKJ9A,AM,1.25
2023-02-15 01:20,NO04,GEIQWRV8X,GE,2.25
2023-05-20 05:47,EG52,AM06JJ0G9,AM,0.8
2023-06-27 09:46,NAO14,AM0IHXTYL,AM,1.25
2023-06-27 00:42,AM02,MOIBH0THZ,MO,5.9
2023-04-08 10:41,NO24,NO363FKXO,NO,1.5
2023-03-17 02:50,EG57,AMT13J9R6,AM,2.0
2023-03-28 08:37,NAO09,OOJC8ZSIH,OO,10.0
2023-03-24 12:45,EG70,AMSW5CJME,AM,1.3
2023-03-19 17:14,EG58,EG6GG91KS,EG,0.2
2023-05-10 19:15,EG46,NO5DMVOLC,NO,0.8
2023-01-26 03:25,EG36,MO7LYBV8Q,MO,1.0
2023-04-12 20:49,KO19,EG8J85GK8,EG,4.6
2023-02-15 17:01,EG11,EGFHQHUCS,EG,0.3
2023-04-30 15:48,EG43,MO3JXGMHF,MO,0.3
