timestamp,tollID,tagRef,tagHomeID,charge
01-01-22,NAO30,NAO5ZJA8DZ,NAO,2.5
01-01-22,NO03,NOXFGCAQV,NO,3.25
01-01-22,NAO38,NAONSM43D8,NAO,2.5
01-01-22,AM09,NOQLL8OS9,NO,3.1
01-01-22,AM03,AMNT3W5UZ,AM,2.2
01-01-22,KO05,KOWM31YIH,KO,1.9
01-01-22,GE01,NAOBMYOFQE,NAO,14.7
01-01-22,NAO04,MOV86WZS3,MO,2.5
01-01-22,KO04,KOWKTAKPU,KO,2.95
01-01-22,OO02,OOQ0OXFQ8,OO,2.3
01-01-22,NO09,EG7UR23GD,EG,4.2
01-01-22,OO03,OOZSJ49IT,OO,2.4
01-01-22,NAO37,NAOURTP0LZ,NAO,2.5
01-01-22,NAO29,NAO5UQPGB7,NAO,2.5
01-01-22,MO11,NO7PTX63C,NO,2.05
01-01-22,NAO07,NAOP0J43D5,NAO,2.5
01-01-22,OO03,NAOVZ41NAM,NAO,2.4
01-01-22,OO08,OOQ0OXFQ8,OO,1.9
01-01-22,KO03,KOWKTAKPU,KO,2.95
01-01-22,MO05,MOJCKJLTE,MO,2.6
01-01-22,OO08,MOJCKJLTE,MO,1.9
01-01-22,AM06,AMLJH75LX,AM,3.6
01-01-22,EG17,EGIGQPKI7,EG,2.1
01-01-22,AM01,NAOP0J43D5,NAO,2.0
01-01-22,GE01,GEX7EEDTJ,GE,14.7
01-01-22,EG19,OO7PZE9VI,OO,1.4
01-01-22,OO06,OO3KKV9RF,OO,3.5
01-01-22,AM04,AMH9SDBDW,AM,2.2
01-01-22,KO05,KOWM31YIH,KO,1.9
01-01-22,NO01,NO7PTX63C,NO,3.85
01-01-22,NAO32,EG7UR23GD,EG,2.5
01-01-22,NAO23,NAOHL1N13J,NAO,2.5
01-01-22,MO02,OOZSJ49IT,OO,1.35
01-01-22,NAO36,NAO5UQPGB7,NAO,2.5
01-01-22,NAO03,EG9CHJ755,EG,2.5
01-01-22,AM05,AMV3A3ZMF,AM,3.6
01-01-22,OO10,OOQ0OXFQ8,OO,2.5
01-01-22,NO04,NOX6GVWRD,NO,3.25
01-01-22,OO02,NAOLY8OZCY,NAO,2.3
01-01-22,NAO40,EGRHOCN9J,EG,2.5
01-01-22,NO03,AMXAJI0Y6,AM,3.25
01-01-22,NAO37,NAOBMYOFQE,NAO,2.5
01-01-22,EG31,OOQ0OXFQ8,OO,1.4
01-01-22,KO08,KOJDP0LVS,KO,1.85
01-01-22,EG37,EGRHOCN9J,EG,1.4
01-01-22,NAO19,NAOHAFEYUH,NAO,2.5
01-01-22,OO04,OO7PZE9VI,OO,2.4
01-01-22,NAO34,MOV86WZS3,MO,2.5
01-01-22,NO14,OO1B0Z3NX,OO,4.15
01-01-22,OO07,OO1B0Z3NX,OO,1.9
01-01-22,EG34,EGVWPVS7H,EG,2.0
01-01-22,OO09,EGRHOCN9J,EG,2.5
01-01-22,NO12,NOQLL8OS9,NO,3.35
01-02-22,NAO35,NAONSM43D8,NAO,2.5
01-02-22,EG13,EGYTJXEPQ,EG,1.2
01-02-22,EG19,KONCXLL4Z,KO,1.4
01-02-22,EG34,NAOBMYOFQE,NAO,2.0
01-02-22,AM04,AMLJH75LX,AM,2.2
01-02-22,NAO40,NAOHL1N13J,NAO,2.5
01-02-22,NAO29,OOZSJ49IT,OO,2.5
01-02-22,NO06,EGRHOCN9J,EG,3.25
01-02-22,AM03,AMXAJI0Y6,AM,2.2
01-02-22,EG18,NAO5ZJA8DZ,NAO,2.1
01-02-22,EG23,EG7UR23GD,EG,1.4
01-02-22,NAO22,NAO5ZJA8DZ,NAO,2.5
01-02-22,NAO23,EG9CHJ755,EG,2.5
01-02-22,AM10,AMXAJI0Y6,AM,3.1
01-02-22,KO02,OOZSJ49IT,OO,3.4
01-02-22,OO07,OO7PZE9VI,OO,1.9
01-02-22,NAO28,AMNT3W5UZ,AM,2.5
01-02-22,NAO11,NAO5UQPGB7,NAO,2.5
01-02-22,EG22,EGRHOCN9J,EG,1.6
01-02-22,AM05,AMV3A3ZMF,AM,3.6
01-02-22,KO04,KONCXLL4Z,KO,2.95
01-02-22,EG33,NOE1V2ISQ,NO,2.0
01-02-22,NAO40,NAO5ZJA8DZ,NAO,2.5
01-02-22,EG23,NAOURTP0LZ,NAO,1.4
01-02-22,KO03,OO1B0Z3NX,OO,2.95
01-02-22,AM10,EGRHOCN9J,EG,3.1
01-02-22,OO10,NAO09SKDGI,NAO,2.5
01-02-22,NO14,NOX6GVWRD,NO,4.15
01-02-22,AM06,AMXAJI0Y6,AM,3.6
01-02-22,EG31,NAOURTP0LZ,NAO,1.4
01-02-22,EG38,EG7UR23GD,EG,1.4
01-02-22,OO04,OOQ0OXFQ8,OO,2.4
01-02-22,NAO14,NAOHAFEYUH,NAO,2.5
01-02-22,NAO32,NORCBPLJD,NO,2.5
01-02-22,NAO05,EGUT0CVS4,EG,2.5
01-02-22,MO09,AMV3A3ZMF,AM,2.7
01-02-22,KO09,KOJDP0LVS,KO,2.05
01-02-22,OO06,MOJCKJLTE,MO,3.5
01-02-22,AM06,AMLJH75LX,AM,3.6
01-02-22,AM01,AMHJ7XVG0,AM,2.0
01-02-22,NO05,KOWKTAKPU,KO,3.25
01-02-22,NO01,NOE1V2ISQ,NO,3.85
01-02-22,EG10,EGVWPVS7H,EG,0.9
01-02-22,GE02,GE5A0L725,GE,14.7
01-02-22,NAO18,NAOHAFEYUH,NAO,2.5
01-02-22,EG30,EG9CHJ755,EG,1.5
01-02-22,NO01,NOE1V2ISQ,NO,3.85
01-02-22,EG06,EG9CHJ755,EG,1.7
01-02-22,NO10,NAOP0J43D5,NAO,4.2
01-02-22,NAO21,NAO5ZJA8DZ,NAO,2.5
01-02-22,EG09,EGYTJXEPQ,EG,0.9
01-02-22,NO10,NAOVZ41NAM,NAO,4.2
01-02-22,OO04,NOXFGCAQV,NO,2.4
01-02-22,EG29,EGC11ERTJ,EG,1.5
01-02-22,AM01,AMLJH75LX,AM,2.0
01-02-22,NAO10,NAO5UQPGB7,NAO,2.5
01-02-22,EG26,NOE1V2ISQ,NO,1.8
01-02-22,NAO32,NAOHAFEYUH,NAO,2.5
01-02-22,AM06,EGVWPVS7H,EG,3.6
01-02-22,NO13,NAO5ZJA8DZ,NAO,4.15
01-02-22,KO10,KONCXLL4Z,KO,2.05
01-02-22,EG29,AMH9SDBDW,AM,1.5
01-02-22,NO05,EGVWPVS7H,EG,3.25
01-02-22,AM08,OOZSJ49IT,OO,2.8
01-02-22,EG33,EGIGQPKI7,EG,2.0
01-02-22,EG11,OO1B0Z3NX,OO,0.5
01-02-22,EG11,EGIGQPKI7,EG,0.5
01-02-22,MO08,NAOLY8OZCY,NAO,3.15
01-02-22,EG10,EGC11ERTJ,EG,0.9
01-02-22,AM08,EGYTJXEPQ,EG,2.8
01-02-22,EG09,NAOP0J43D5,NAO,0.9
01-02-22,EG28,EGF1T2TAL,EG,1.4
01-02-22,NO05,OO1B0Z3NX,OO,3.25
01-02-22,EG01,EG9CHJ755,EG,3.0
01-02-22,AM05,NAOHAFEYUH,NAO,3.6
01-02-22,OO01,AMLJH75LX,AM,2.3
01-03-22,EG19,EGF1T2TAL,EG,1.4
01-03-22,NO06,NORCBPLJD,NO,3.25
01-03-22,KO07,NAOP0J43D5,NAO,1.85
01-03-22,NAO38,NAO09SKDGI,NAO,2.5
01-03-22,OO10,AMLJH75LX,AM,2.5
01-03-22,NAO39,NAOURTP0LZ,NAO,2.5
01-03-22,KO02,AMXAJI0Y6,AM,3.4
01-03-22,OO04,NAOVZ41NAM,NAO,2.4
01-03-22,NAO23,NAOLY8OZCY,NAO,2.5
01-03-22,OO02,OO3KKV9RF,OO,2.3
01-03-22,OO10,OO1B0Z3NX,OO,2.5
01-03-22,KO01,KOWKTAKPU,KO,3.4
01-03-22,AM03,AMH9SDBDW,AM,2.2
01-03-22,NO01,NORCBPLJD,NO,3.85
01-03-22,EG05,EG7UR23GD,EG,1.7
01-03-22,NAO17,OO1B0Z3NX,OO,2.5
01-03-22,NAO28,NAOHAFEYUH,NAO,2.5
01-03-22,AM08,AMXAJI0Y6,AM,2.8
01-03-22,NAO18,NOXFGCAQV,NO,2.5
01-03-22,NAO05,NAO5ZJA8DZ,NAO,2.5
01-03-22,EG34,EGC11ERTJ,EG,2.0
01-03-22,AM01,NAO5UQPGB7,NAO,2.0
01-03-22,KO07,KOJDP0LVS,KO,1.85
01-03-22,NAO06,NOQLL8OS9,NO,2.5
01-03-22,KO07,AMXAJI0Y6,AM,1.85
01-03-22,NAO10,EGSEIMVIH,EG,2.5
01-03-22,AM03,AMH9SDBDW,AM,2.2
01-03-22,OO05,OOZSJ49IT,OO,3.5
01-03-22,OO08,OO3KKV9RF,OO,1.9
01-03-22,MO08,MOJCKJLTE,MO,3.15
01-03-22,EG21,EGYTJXEPQ,EG,1.6
01-03-22,OO10,OOQ0OXFQ8,OO,2.5
01-03-22,NAO06,NAOHAFEYUH,NAO,2.5
01-03-22,NAO05,KONCXLL4Z,KO,2.5
01-03-22,OO10,OO7PZE9VI,OO,2.5
01-03-22,EG04,OOZSJ49IT,OO,1.2
01-03-22,EG21,EG7UR23GD,EG,1.6
01-03-22,NAO07,NAOBMYOFQE,NAO,2.5
01-03-22,KO07,NAOURTP0LZ,NAO,1.85
01-03-22,NAO20,NOQLL8OS9,NO,2.5
01-03-22,NO10,NOQLL8OS9,NO,4.2
01-03-22,EG17,OO3KKV9RF,OO,2.1
01-03-22,EG28,EGF1T2TAL,EG,1.4
01-03-22,NAO36,EGVWPVS7H,EG,2.5
01-03-22,KO10,KOIXA11DP,KO,2.05
01-03-22,OO05,NO7PTX63C,NO,3.5
01-03-22,AM06,AMH9SDBDW,AM,3.6
01-03-22,NO13,NOXFGCAQV,NO,4.15
01-03-22,NAO22,NAOVZ41NAM,NAO,2.5
01-03-22,KO10,KOJDP0LVS,KO,2.05
01-03-22,KO04,KOWKTAKPU,KO,2.95
01-03-22,NAO25,NAO5ZJA8DZ,NAO,2.5
01-03-22,NAO30,NAOHAFEYUH,NAO,2.5
01-03-22,NAO26,NAO09SKDGI,NAO,2.5
01-03-22,NAO24,AMLJH75LX,AM,2.5
01-03-22,NAO03,NAOLY8OZCY,NAO,2.5
01-03-22,AM06,AMH9SDBDW,AM,3.6
01-03-22,NAO31,OO7PZE9VI,OO,2.5
01-03-22,NAO06,NAOP0J43D5,NAO,2.5
01-03-22,KO08,KOIXA11DP,KO,1.85
01-03-22,MO04,MOV86WZS3,MO,2.1
01-03-22,KO01,KONCXLL4Z,KO,3.4
01-03-22,KO06,KONCXLL4Z,KO,1.9
01-03-22,NO05,EGVWPVS7H,EG,3.25
01-03-22,OO03,NAOLY8OZCY,NAO,2.4
01-03-22,NO14,NO7PTX63C,NO,4.15
01-03-22,AM06,EG7UR23GD,EG,3.6
01-03-22,NAO22,NAOVZ41NAM,NAO,2.5
01-03-22,EG15,EGVWPVS7H,EG,1.2
01-03-22,EG20,EGSEIMVIH,EG,1.4
01-04-22,EG18,EGIGQPKI7,EG,2.1
01-04-22,KO05,EGVWPVS7H,EG,1.9
01-04-22,KO02,EG9CHJ755,EG,3.4
01-04-22,OO06,NAOHL1N13J,NAO,3.5
01-04-22,EG36,EGUT0CVS4,EG,1.0
01-04-22,AM03,AMNT3W5UZ,AM,2.2
01-04-22,NAO28,NOE1V2ISQ,NO,2.5
01-04-22,AM01,AMXAJI0Y6,AM,2.0
01-04-22,NAO13,NAOP0J43D5,NAO,2.5
01-04-22,KO08,KOJDP0LVS,KO,1.85
01-04-22,AM04,AMV3A3ZMF,AM,2.2
