timestamp,tollID,tagRef,tagHomeID,charge
2024-06-03 17:31,OO16,NAOT7PL063,NAO,1.8
2024-03-17 00:43,OO06,EGLDUFV1N,EG,12.4
2024-06-19 10:14,EG45,AMXD50FRB,AM,0.3
2024-04-14 20:49,NO26,MOQN4FR34,MO,1.05
2024-06-28 02:28,EG20,MOFKTQDDD,MO,1.0
2024-01-26 03:43,NO08,NAO2S527EX,NAO,3.55
2024-05-01 22:49,GE02,GEU61091Q,GE,2.0
2024-05-15 14:56,EG69,AMIV6MVVN,AM,0.2
2024-01-25 23:17,OO18,NO0RJELOT,NO,1.3
2024-04-26 16:21,EG02,MOY0QU61E,MO,10.5
2024-01-30 14:10,NAO30,KO18D1U3A,KO,1.25
2024-01-18 22:53,EG68,GEOO5RILS,GE,1.1
2024-02-09 04:15,EG28,MOYBG3HNX,MO,1.4
2024-04-20 05:18,NAO05,EG9BKI7LG,EG,1.25
2024-05-21 03:53,AM10,OOF7RBT37,OO,9.4
2024-04-25 09:27,NAO28,GEMEMVSIY,GE,6.25
2024-03-27 15:28,EG54,MO4XTD3CF,MO,1.5
2024-05-03 03:26,AM05,GEAXIGTMM,GE,2.5
2024-05-28 23:04,EG12,NOV7LANHD,NO,1.5
2024-01-15 13:41,KO15,MOV83YWPM,MO,0.6
2024-02-23 11:04,MO17,GE5WVKXTR,GE,2.9
2024-06-26 03:08,NO10,OOHMCCPFH,OO,10.5
2024-03-23 04:12,NO16,KOXS2Q49J,KO,5.8
2024-05-16 21:28,NO01,NAOHLZ2NL5,NAO,3.85
2024-03-09 11:55,AM06,NOEG722LI,NO,2.5
2024-05-06 02:04,AM14,EGZ376NVS,EG,3.2
2024-01-24 14:30,EG53,KOLZ9GBA0,KO,1.1
2024-01-10 15:30,EG74,GEWZCNE09,GE,3.5
2024-06-12 06:03,NAO24,EGAZHU5CI,EG,10.0
2024-05-19 00:53,AM08,OOD0Q1V3D,OO,12.0
2024-05-28 16:41,EG13,KOK82OF0T,KO,4.2
2024-06-03 21:49,MO11,MOY3TM4I1,MO,7.25
2024-04-30 11:49,AM25,NAO27QPNJ4,NAO,1.1
2024-01-19 07:10,EG27,NAO25QVAYT,NAO,4.9
2024-05-16 04:27,NAO41,MOYQ8B2A2,MO,1.25
2024-01-25 22:12,NO21,EG22YJQOX,EG,2.1
2024-06-01 04:05,AM04,NOS8B5BID,NO,6.8
2024-01-16 06:46,NAO36,GEI6FGSHK,GE,1.25
2024-02-08 17:51,EG55,KO8F2GSEP,KO,0.5
2024-03-24 04:06,AM22,KO4U8VMGB,KO,4.6
2024-03-13 02:22,AM15,NONDAS38J,NO,1.5
2024-05-04 04:11,AM04,NAOGWP3SF3,NAO,1.6
2024-03-18 13:11,OO26,KOEVY2UFM,KO,0.5
2024-02-08 17:24,NAO31,OOTEAS3LR,OO,2.5
2024-01-18 21:47,NAO33,AMUKJQCLN,AM,6.25
2024-03-19 07:31,AM07,AMZSM4TI9,AM,8.6
